name,birthcity,birthstate,countryName,LAT,LON,birthyear,gender,occupation,industry,domain
Oliver Smithies,Halifax,NA,United Kingdom,53.725,-1.863,1925,Male,Biologist,Natural Sciences,Science & Technology
John Cena,West Newbury,MA,United States,42.801389,-70.990278,1977,Male,Wrestler,Individual Sports,Sports
Frank B. Kellogg,Potsdam,NY,United States,44.669722,-74.981111,1856,Male,Politician,Government,Institutions
Gabriel Agbonlahor,Birmingham,NA,United Kingdom,52.483056,-1.893611,1986,Male,Soccer Player,Team Sports,Sports
Carey Mulligan,London,NA,United Kingdom,51.4995,-0.1333,1985,Female,Actor,Film And Theatre,Arts
Howard Webb,Rotherham,NA,United Kingdom,53.4301,-1.3572,1971,Male,Referee,Team Sports,Sports
Jonny Evans,Belfast,NA,United Kingdom,54.597,-5.93,1988,Male,Soccer Player,Team Sports,Sports
"Ed Wood, Jr.",Lower Hudson Valley,NY,United States,41.7,-73.916667,1924,Male,Film Director,Film And Theatre,Arts
David Strathairn,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1949,Male,Actor,Film And Theatre,Arts
Lady Jane Grey,Leicestershire,NA,United Kingdom,52.716667,-1.183333,1537,Female,Nobleman,Government,Institutions
Eminem,Saint Joseph,MO,United States,39.758056,-94.836667,1972,Male,Singer,Music,Arts
Isambard Kingdom Brunel,Portsmouth,NA,United Kingdom,50.816667,-1.083333,1806,Male,Engineer,Engineering,Science & Technology
Stephenie Meyer,Hartford,CT,United States,41.762736,-72.674286,1973,Female,Writer,Language,Humanities
Cam Gigandet,Tacoma,WA,United States,47.241389,-122.459444,1982,Male,Actor,Film And Theatre,Arts
Joseph Erlanger,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1874,Male,Physician,Medicine,Science & Technology
Eddie Fatu,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1973,Male,Wrestler,Individual Sports,Sports
Jessica Simpson,Abilene,TX,United States,32.45,-99.75,1980,Female,Singer,Music,Arts
Mitchel Musso,Garland,TX,United States,32.907222,-96.635278,1991,Male,Actor,Film And Theatre,Arts
Bob Dylan,Duluth,MN,United States,46.8,-92.1,1941,Male,Musician,Music,Arts
Rajon Rondo,Louisville,KY,United States,38.25,-85.766667,1986,Male,Basketball Player,Team Sports,Sports
Jeff Dunham,Dallas,TX,United States,32.775833,-96.796667,1962,Male,Comedian,Film And Theatre,Arts
Syd Barrett,Cambridge,NA,United Kingdom,52.205,0.119,1946,Male,Musician,Music,Arts
Robert W. Holley,Urbana-Champaign,IL,United States,40.109665,-88.204247,1922,Male,Chemist,Natural Sciences,Science & Technology
Tom Welling,Lower Hudson Valley,NY,United States,41.335833,-73.873889,1977,Male,Actor,Film And Theatre,Arts
Daniel Sturridge,Birmingham,NA,United Kingdom,52.483056,-1.893611,1989,Male,Soccer Player,Team Sports,Sports
Francis Peyton Rous,Baltimore,MD,United States,39.283333,-76.616667,1879,Male,Physician,Medicine,Science & Technology
Chris Paul,Winston-Salem,NC,United States,36.102764,-80.260492,1985,Male,Basketball Player,Team Sports,Sports
Kelly Kelly,Jacksonville,FL,United States,30.336944,-81.661389,1987,Female,Wrestler,Individual Sports,Sports
Lily Allen,Hammersmith,NA,United Kingdom,51.4928,-0.2229,1985,Female,Musician,Music,Arts
Ross Turnbull,Bishop Auckland,NA,United Kingdom,54.6566,-1.6768,1985,Male,Soccer Player,Team Sports,Sports
Keri Hilson,Decatur,GA,United States,33.771389,-84.297778,1982,Female,Singer,Music,Arts
Gerald Ford,Omaha,NE,United States,41.25,-96,1913,Male,Politician,Government,Institutions
Ashley Young,Stevenage,NA,United Kingdom,51.9,-0.2,1985,Male,Soccer Player,Team Sports,Sports
Eric Dane,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1972,Male,Actor,Film And Theatre,Arts
Zachary Quinto,Pittsburgh,PA,United States,40.439722,-79.976389,1977,Male,Actor,Film And Theatre,Arts
Al Gore,"Washington, D.C.",NA,United States,NA,NA,1948,Male,Politician,Government,Institutions
Saul Perlmutter,Urbana-Champaign,IL,United States,NA,NA,1959,Male,Physicist,Natural Sciences,Science & Technology
Elton John,Pinner,NA,United Kingdom,51.5932,-0.3894,1947,Male,Musician,Music,Arts
Rufus Wainwright,Rhinebeck,NY,United States,41.9275,-73.908889,1973,Male,Musician,Music,Arts
Dick Cheney,Lincoln,NE,United States,40.810556,-96.680278,1941,Male,Politician,Government,Institutions
Gilbert N. Lewis,Weymouth,MA,United States,42.220833,-70.940278,1875,Male,Chemist,Natural Sciences,Science & Technology
John Kerry,Aurora,CO,United States,39.688002,-104.68974,1943,Male,Politician,Government,Institutions
Wade Williams,Tulsa,OK,United States,36.131389,-95.937222,1961,Male,Actor,Film And Theatre,Arts
James II of England,London,NA,United Kingdom,51.504722,-0.1375,1633,Male,Politician,Government,Institutions
Gareth Bale,Cardiff,NA,United Kingdom,51.483333,-3.183333,1989,Male,Soccer Player,Team Sports,Sports
Ritchie Blackmore,Weston-super-Mare,NA,United Kingdom,51.346,-2.977,1945,Male,Musician,Music,Arts
Ian Gillan,Chiswick,NA,United Kingdom,51.4925,-0.2633,1945,Male,Singer,Music,Arts
Blake Clark,Macon,GA,United States,32.834722,-83.651667,1946,Male,Actor,Film And Theatre,Arts
Taylor Swift,Reading,PA,United States,40.341667,-75.926389,1989,Female,Actor,Film And Theatre,Arts
Henry Moore,Castleford,NA,United Kingdom,53.716,-1.356,1898,Male,Sculptor,Fine Arts,Arts
Akon,St. Louis,MO,United States,38.627222,-90.197778,1973,Male,Singer,Music,Arts
Gabrielle Giffords,Tucson,AZ,United States,32.221667,-110.926389,1970,Female,Politician,Government,Institutions
Sam Querrey,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1987,Male,Tennis Player,Individual Sports,Sports
Alan Parsons,London,NA,United Kingdom,51.507222,-0.1275,1948,Male,Musician,Music,Arts
Steve Jobs,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1955,Male,Designer,Design,Arts
Sean St Ledger,Solihull,NA,United Kingdom,52.412903,-1.772094,1984,Male,Soccer Player,Team Sports,Sports
Adam Riess,"Washington, D.C.",NA,United States,NA,NA,1969,Male,Astronomer,Natural Sciences,Science & Technology
Paul Wesley,New Brunswick,NJ,United States,40.486678,-74.444414,1982,Male,Actor,Film And Theatre,Arts
O. J. Simpson,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1947,Male,American Football Player,Team Sports,Sports
Darren Criss,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1987,Male,Actor,Film And Theatre,Arts
Christopher A. Sims,"Washington, D.C.",NA,United States,NA,NA,1942,Male,Economist,Social Sciences,Science & Technology
Orson Scott Card,Richland,WA,United States,46.279657,-119.281377,1951,Male,Writer,Language,Humanities
Dakota Fanning,Conyers,GA,United States,33.666389,-84.0075,1994,Female,Actor,Film And Theatre,Arts
George S. Patton,Los Angeles,CA,United States,34.094167,-118.098333,1885,Male,Military Personnel,Military,Institutions
Brian P. Schmidt,Missoula,MT,United States,46.8625,-114.011667,1967,Male,Astronomer,Natural Sciences,Science & Technology
Ryan Bertrand,Southwark,NA,United Kingdom,51.4988,-0.0901,1989,Male,Soccer Player,Team Sports,Sports
Viola Davis,St. Matthews,SC,United States,33.664722,-80.778889,1965,Female,Actor,Film And Theatre,Arts
Nicole Scherzinger,Honolulu,HI,United States,21.3,-157.816667,1978,Female,Singer,Music,Arts
Selena Gomez,Grand Prairie,TX,United States,32.715278,-97.016944,1992,Female,Singer,Music,Arts
Jack the Ripper,Other,NA,United Kingdom,NA,NA,1850,Male,Extremist,Outlaws,Public Figure
Kevin Durant,"Washington, D.C.",NA,United States,NA,NA,1988,Male,Basketball Player,Team Sports,Sports
Abigail Adams,Weymouth,MA,United States,42.220833,-70.940278,1744,Female,Companion,Companions,Public Figure
Seth Green,Overbrook Park,PA,United States,39.97702,-75.26544,1974,Male,Actor,Film And Theatre,Arts
Steve Wozniak,San Francisco-Bay Area,CA,United States,37.333333,-121.9,1950,Male,Inventor,Invention,Science & Technology
Chace Crawford,Lubbock,TX,United States,33.566667,-101.883333,1985,Male,Actor,Film And Theatre,Arts
Craig Mello,New Haven,CT,United States,41.31,-72.923611,1960,Male,Biologist,Natural Sciences,Science & Technology
Dudley R. Herschbach,San Francisco-Bay Area,CA,United States,37.333333,-121.9,1932,Male,Chemist,Natural Sciences,Science & Technology
Emma Roberts,Rhinebeck,NY,United States,41.9275,-73.908889,1991,Female,Actor,Film And Theatre,Arts
John C. Mather,Roanoke,VA,United States,37.266667,-79.933333,1946,Male,Physicist,Natural Sciences,Science & Technology
George Smoot,Jacksonville,FL,United States,30.2346844,-81.6981513,1945,Male,Physicist,Natural Sciences,Science & Technology
Roger D. Kornberg,St. Louis,MO,United States,38.627222,-90.197778,1947,Male,Chemist,Natural Sciences,Science & Technology
Kristen Schaal,Longmont,CO,United States,40.171667,-105.109167,1978,Female,Actor,Film And Theatre,Arts
Leona Lewis,London,NA,United Kingdom,51.533333,-0.133333,1985,Female,Singer,Music,Arts
Michio Kaku,San Francisco-Bay Area,CA,United States,37.333333,-121.9,1947,Male,Physicist,Natural Sciences,Science & Technology
Josh Holloway,San Francisco-Bay Area,CA,United States,37.333333,-121.9,1969,Male,Actor,Film And Theatre,Arts
James Clark Ross,London,NA,United Kingdom,51.507222,-0.1275,1800,Male,Explorer,Explorers,Exploration
George Arliss,London,NA,United Kingdom,51.507222,-0.1275,1868,Male,Actor,Film And Theatre,Arts
Millvina Dean,Branscombe,NA,United Kingdom,50.689,-3.1397,1912,Female,Celebrity,Media Personality,Public Figure
Matthew Flinders,Donington,NA,United Kingdom,52.904035,-0.198246,1774,Male,Explorer,Explorers,Exploration
Andrew Carroll,Gateshead,NA,United Kingdom,54.95,-1.6,1989,Male,Soccer Player,Team Sports,Sports
Benjamin Harrison,North Bend,OH,United States,39.149722,-84.745833,1833,Male,Politician,Government,Institutions
Matisyahu,West Chester,PA,United States,39.958611,-75.605,1979,Male,Musician,Music,Arts
Steven Chu,St. Louis,MO,United States,38.627222,-90.197778,1948,Male,Physicist,Natural Sciences,Science & Technology
John D. Rockefeller,Richford,NY,United States,42.355556,-76.200833,1839,Male,Businessperson,Business,Business & Law
Rick Riordan,San Antonio,TX,United States,29.416667,-98.5,1964,Male,Writer,Language,Humanities
Miley Cyrus,Nashville,TN,United States,36.166667,-86.783333,1992,Female,Actor,Film And Theatre,Arts
Charles Darwin,Shrewsbury,NA,United Kingdom,52.712778,-2.763194,1809,Male,Biologist,Natural Sciences,Science & Technology
Zac Efron,San Luis Obispo,CA,United States,35.274167,-120.663056,1987,Male,Actor,Film And Theatre,Arts
Brendan Rodgers,Carnlough,NA,United Kingdom,54.99,-5.99,1973,Male,Coach,Team Sports,Sports
Saint Patrick,Other,NA,United Kingdom,51.7724,-3.6608,390,Male,Religious Figure,Religion,Institutions
Michelle Pfeiffer,Los Angeles,CA,United States,33.740833,-117.881389,1958,Female,Actor,Film And Theatre,Arts
Wiz Khalifa,Minot,ND,United States,48.233056,-101.292222,1987,Male,Singer,Music,Arts
Hope Solo,Richland,WA,United States,46.279657,-119.281377,1981,Female,Soccer Player,Team Sports,Sports
Katy Perry,Santa Barbara,CA,United States,34.425833,-119.714167,1984,Female,Singer,Music,Arts
John Dee,Tower,NA,United Kingdom,51.511,-0.077,1527,Male,Mathematician,Math,Science & Technology
Sojourner Truth,Rifton,NY,United States,41.833333,-74.042222,1797,Female,Social Activist,Activism,Public Figure
Taio Cruz,London,NA,United Kingdom,51.507222,-0.1275,1985,Male,Singer,Music,Arts
Suzanne Vega,Los Angeles,CA,United States,34.021944,-118.481389,1959,Female,Musician,Music,Arts
Cheryl Cole,Newcastle upon Tyne,NA,United Kingdom,54.966667,-1.6,1983,Female,Musician,Music,Arts
Orlando Bloom,Canterbury,NA,United Kingdom,51.275,1.087,1977,Male,Actor,Film And Theatre,Arts
James Gandolfini,Westwood,NJ,United States,40.989032,-74.031872,1961,Male,Actor,Film And Theatre,Arts
Bella Thorne,Pembroke Pines,FL,United States,26.0125,-80.313611,1997,Female,Actor,Film And Theatre,Arts
Hilary Duff,Houston,TX,United States,29.762778,-95.383056,1987,Female,Actor,Film And Theatre,Arts
Ben Barnes,London,NA,United Kingdom,51.507222,-0.1275,1981,Male,Actor,Film And Theatre,Arts
Calvin Harris,Dumfries,NA,United Kingdom,55.07,-3.603,1984,Male,Singer,Music,Arts
LaShawn Merritt,Portsmouth,VA,United States,36.831298,-76.345641,1986,Male,Athlete,Individual Sports,Sports
Kellan Lutz,Dickinson,ND,United States,46.883611,-102.788889,1985,Male,Actor,Film And Theatre,Arts
Dev Patel,London,NA,United Kingdom,51.5836,-0.3464,1990,Male,Actor,Film And Theatre,Arts
Eliot Spitzer,New York,NY,United States,40.894,-73.913,1959,Male,Politician,Government,Institutions
Hayley Williams,Meridian,MS,United States,32.374722,-88.704167,1988,Female,Singer,Music,Arts
Edward the Elder,Wessex,NA,United Kingdom,51.2,-2,870,Male,Politician,Government,Institutions
Edward Thorndike,Williamsburg,MA,United States,42.393056,-72.730556000000007,1874,Male,Psychologist,Social Sciences,Science & Technology
Blake Griffin,Oklahoma City,OK,United States,35.482222,-97.535,1989,Male,Basketball Player,Team Sports,Sports
Billy Mays,McKees Rocks,PA,United States,40.470219,-80.063672,1958,Male,Businessperson,Business,Business & Law
Jozy Altidore,Livingston,NJ,United States,40.785828,-74.3291,1989,Male,Soccer Player,Team Sports,Sports
John Deacon,Oadby,NA,United Kingdom,52.5987,-1.0763,1951,Male,Musician,Music,Arts
Cab Calloway,Rochester,NY,United States,43.165556,-77.611389,1907,Male,Singer,Music,Arts
Aaron Ramsey,Caerphilly,NA,United Kingdom,51.578,-3.218,1990,Male,Soccer Player,Team Sports,Sports
Ryan Lochte,Rochester,NY,United States,43.165556,-77.611389,1984,Male,Swimmer,Individual Sports,Sports
Jason Bateman,Lower Hudson Valley,NY,United States,40.981111,-73.683889,1969,Male,Actor,Film And Theatre,Arts
Aaron Johnson,High Wycombe,NA,United Kingdom,51.628661,-0.748238,1990,Male,Actor,Film And Theatre,Arts
Sean Kingston,Miami,FL,United States,25.775278,-80.208889,1990,Male,Singer,Music,Arts
Rosie Huntington-Whiteley,Plymouth,NA,United Kingdom,50.371389,-4.142222,1987,Female,Model,Media Personality,Public Figure
Daniel D. Tompkins,Lower Hudson Valley,NY,United States,40.992222,-73.786944,1774,Male,Politician,Government,Institutions
Mickey Rourke,Albany,NY,United States,42.814167,-73.937222,1952,Male,Actor,Film And Theatre,Arts
Amy Macdonald,Bishopbriggs,NA,United Kingdom,55.90814,-4.21506,1987,Female,Singer,Music,Arts
Johnny Cash,Kingsland,AR,United States,33.861389,-92.294167,1932,Male,Singer,Music,Arts
Elizabeth II of the United Kingdom,London,NA,United Kingdom,51.508755,-0.14743,1926,Female,Nobleman,Government,Institutions
Robert Redford,Los Angeles,CA,United States,34.021944,-118.481389,1936,Male,Actor,Film And Theatre,Arts
Ed Westwick,Stevenage,NA,United Kingdom,51.9,-0.2,1987,Male,Actor,Film And Theatre,Arts
F. Scott Fitzgerald,Saint Paul,MN,United States,44.944167,-93.093611,1896,Male,Writer,Language,Humanities
John Isner,Greensboro,NC,United States,36.08,-79.819444,1985,Male,Tennis Player,Individual Sports,Sports
Demi Lovato,Albuquerque,NM,United States,35.110703,-106.609991,1992,Female,Singer,Music,Arts
Jennifer Lawrence,Louisville,KY,United States,38.25,-85.766667,1990,Female,Actor,Film And Theatre,Arts
Tom Hooper,London,NA,United Kingdom,51.507222,-0.1275,1972,Male,Film Director,Film And Theatre,Arts
Randy Pausch,Baltimore,MD,United States,39.283333,-76.616667,1960,Male,Computer Scientist,Computer Science,Science & Technology
David Spade,Birmingham,MI,United States,42.546667,-83.211389,1964,Male,Actor,Film And Theatre,Arts
Adele,Tottenham,NA,United Kingdom,51.605,-0.058,1988,Female,Singer,Music,Arts
Gerard Way,Summit,NJ,United States,40.715622,-74.364684,1977,Male,Singer,Music,Arts
Taylor Lautner,Grand Rapids,MI,United States,42.96125,-85.655719,1992,Male,Actor,Film And Theatre,Arts
George Westinghouse,Schoharie,NY,United States,42.678889,-74.312222,1846,Male,Inventor,Invention,Science & Technology
Jim Parsons,Houston,TX,United States,29.762778,-95.383056,1973,Male,Actor,Film And Theatre,Arts
Kieran Gibbs,Lambeth,NA,United Kingdom,51.4903,-0.1193,1989,Male,Soccer Player,Team Sports,Sports
Bob Beamon,New York,NY,United States,NA,NA,1946,Male,Athlete,Individual Sports,Sports
Paul McCartney,Liverpool,NA,United Kingdom,53.443,-2.955,1942,Male,Musician,Music,Arts
Matthew Perry,Williamstown,MA,United States,42.711944,-73.204167,1969,Male,Actor,Film And Theatre,Arts
Flo Rida,Carol City,FL,United States,25.942222,-80.27,1979,Male,Singer,Music,Arts
Jack W. Szostak,London,NA,United Kingdom,51.507222,-0.1275,1952,Male,Biologist,Natural Sciences,Science & Technology
Dianna Agron,Savannah,GA,United States,32.016667,-81.116667,1986,Female,Actor,Film And Theatre,Arts
Kim Stanley Robinson,Waukegan,IL,United States,42.370278,-87.871111,1952,Male,Writer,Language,Humanities
Duffy,Bangor,NA,United Kingdom,53.228,-4.128,1984,Female,Singer,Music,Arts
Michael Jackson,Gary,IN,United States,41.595556,-87.345278,1958,Male,Musician,Music,Arts
Tom Hiddleston,London,NA,United Kingdom,51.4995,-0.1333,1981,Male,Actor,Film And Theatre,Arts
James Blunt,Tidworth,NA,United Kingdom,51.235,-1.665,1974,Male,Singer,Music,Arts
Benjamin Thompson,Boston,MA,United States,42.479167,-71.152778,1753,Male,Physicist,Natural Sciences,Science & Technology
Jim Morrison,Melbourne,FL,United States,28.116667,-80.633333,1943,Male,Singer,Music,Arts
Daniel Craig,Chester,NA,United Kingdom,53.1903,-2.8916,1968,Male,Actor,Film And Theatre,Arts
Debbie Harry,Miami,FL,United States,25.775278,-80.208889,1945,Female,Singer,Music,Arts
David Archuleta,Miami,FL,United States,25.775278,-80.208889,1990,Male,Singer,Music,Arts
Ashley Greene,Jacksonville,FL,United States,30.336944,-81.661389,1987,Female,Actor,Film And Theatre,Arts
Jamie Lee Curtis,Los Angeles,CA,United States,34.021944,-118.481389,1958,Female,Actor,Film And Theatre,Arts
Jason Derulo,Miami,FL,United States,25.775278,-80.208889,1989,Male,Singer,Music,Arts
Jack Rodwell,Southport,NA,United Kingdom,53.6454,-3.0083,1991,Male,Soccer Player,Team Sports,Sports
Sean Astin,Los Angeles,CA,United States,34.021944,-118.481389,1971,Male,Actor,Film And Theatre,Arts
Tobey Maguire,Los Angeles,CA,United States,34.021944,-118.481389,1975,Male,Actor,Film And Theatre,Arts
Christina Ricci,Los Angeles,CA,United States,34.021944,-118.481389,1980,Female,Actor,Film And Theatre,Arts
Noël Coward,Teddington,NA,United Kingdom,51.4242,-0.3321,1899,Male,Writer,Language,Humanities
Anna Kendrick,Portland,ME,United States,43.666667,-70.266667,1985,Female,Actor,Film And Theatre,Arts
Bridgit Mendler,"Washington, D.C.",NA,United States,NA,NA,1992,Female,Actor,Film And Theatre,Arts
Anjelica Huston,Los Angeles,CA,United States,34.021944,-118.481389,1951,Female,Actor,Film And Theatre,Arts
"George Gordon Noel Byron, 6th Baron Byron",London,NA,United Kingdom,51.566667,-0.333333,1788,Male,Writer,Language,Humanities
